record_id,airline_code,airline_name,flight_number,origin_airport,destination_airport,departure_datetime,arrival_datetime,duration_min,status,delay_min,aircraft_type,cabin_class,seat,passenger_id,passenger_gender,passenger_age,passenger_nationality,booking_datetime,sales_channel,payment_method,ticket_price,currency,ticket_price_usd_est,bags_total,bags_checked
2728,FR,Ryanair,FR8545,HAV,SAP,2025-10-15 23:30:00,2025-10-16 02:07:00,138.0,ON_TIME,0.0,B777,ECONOMY,39F,72327cff-95ef-48ad-9e3d-68f96e7f0a38,F,46.0,MX,2025-08-29 15:42:00,APP,TRANSFERENCIA,132.93,USD,132.93,2,1
2729,DL,Delta,DL5252,BOG,MIA,2024-04-05 19:10:00,2024-04-05 23:34:00,272.0,ON_TIME,0.0,A320,ECONOMY,24C,1d86d4e3-d9c6-4a43-bb2d-b60560e94293,M,25.0,MX,2024-02-26 21:56:00,WEB,PAYPAL,73.91,MXN,4.29,0,0
2730,LA,Latam,LA3100,PTY,LAX,2025-10-12 13:28:00,2025-12-10 16:22:00,176.0,ON_TIME,0.0,B757,ECONOMY,27C,7b66f8cd-865c-4303-8c4e-ec73425e9a50,F,20.0,CR,2025-08-15 03:05:00,AEROPUERTO,EFECTIVO,75.85,EUR,82.68,1,0
2731,FR,Ryanair,FR0938,JFK,MIA,2025-02-09 15:53:00,2025-02-09 19:27:00,195.0,DIVERTED,0.0,B777,ECONOMY,26E,ba8b334f-7938-4c47-bf4d-92659560e15b,F,33.0,UNKNOWN,2024-12-15 13:46:00,APP,TARJETA,102.6,GTQ,13.13,1,0
2732,WN,Southwest,WN1021,PTY,BOG,2024-09-08 15:39:00,2024-08-09 16:42:00,66.0,ON_TIME,0.0,B787,ECONOMY,39F,848250e9-5870-4d35-a4d9-274f0acdc5ad,M,48.0,CU,2024-05-15 03:57:00,AGENCIA,TARJETA,62.69,USD,62.69,0,0
2733,FR,Ryanair,FR6762,JFK,LAX,2025-02-02 06:38:00,2025-02-02 07:42:00,52.0,ON_TIME,0.0,B787,ECONOMY,26A,44bf8f88-6123-4ffc-9910-d582f7aa568c,M,8.0,GT,2024-10-15 00:37:00,CALL_CENTER,TARJETA,80.85,GTQ,10.35,0,0
2734,WN,Southwest,WN0895,PTY,MEX,2025-08-15 08:52:00,2025-08-15 13:50:00,296.0,ON_TIME,0.0,A320,ECONOMY,26C,d005df76-51a6-4970-a03a-a7748f6b7946,M,37.0,PE,2025-11-05 07:47:00,WEB,TARJETA,88.88,USD,88.88,2,1
2735,AM,Aeromexico,AM8518,SJO,HAV,2025-05-08 06:42:00,2025-08-05 11:58:00,308.0,ON_TIME,0.0,CRJ9,ECONOMY,24C,74afb316-b2ab-43e5-b0d2-cb15394b5479,F,29.0,SV,2025-02-03 12:19:00,AGENCIA,TARJETA,85.09,USD,85.09,1,0
2736,AA,American Airlines,AA3161,CUN,LAX,2025-11-07 07:24:00,2025-11-07 15:21:00,381.0,DELAYED,80.0,A321,ECONOMY,33E,4e850416-748d-4816-8f19-64cf43b290cd,M,53.0,CU,2025-09-09 20:04:00,AEROPUERTO,PUNTOS,93.09,GTQ,11.92,1,0
2737,CM,Copa Airlines,CM7889,BCN,LAX,2025-12-01 18:31:00,2025-01-12 21:38:00,176.0,ON_TIME,0.0,A319,ECONOMY,44E,108e4408-d5dc-4845-9e86-8d2b8ffd2d5a,F,29.0,CR,2025-11-15 16:05:00,CALL_CENTER,TARJETA,68.37,USD,68.37,1,0
2738,FR,Ryanair,FR2274,HAV,CUN,2024-06-17 13:26:00,2024-06-17 16:37:00,190.0,ON_TIME,0.0,B787,ECONOMY,38D,cb6311e7-49da-4459-8127-19fa881ba378,F,31.0,US,2024-03-02 13:12:00,AEROPUERTO,PAYPAL,144.44,USD,144.44,1,0
2739,UA,United,UA8719,CUN,SAL,2025-09-09 23:49:00,2025-09-10 06:15:00,177.0,DELAYED,213.0,B737,ECONOMY,36A,c11c7092-359e-4d43-ae6a-e199234cddda,F,31.0,MX,2025-05-22 12:12:00,WEB,PAYPAL,80.89,USD,80.89,2,1
2740,DL,Delta,DL4988,HAV,CUN,2024-12-17 09:33:00,2024-12-17 10:30:00,55.0,ON_TIME,0.0,B738,ECONOMY,33F,06bc079e-982f-4eb2-aedf-ae36d0796553,M,27.0,GT,2024-09-17 00:20:00,AEROPUERTO,TARJETA,119.66,USD,119.66,3,2
2741,DL,Delta,DL3831,SAP,PTY,2025-07-02 12:51:00,2025-02-07 16:29:00,150.0,DELAYED,73.0,A319,PREMIUM_ECONOMY,11E,d6dba107-6170-4500-9f9f-523f0b900b66,F,59.0,MX,2025-04-20 20:32:00,AGENCIA,PUNTOS,128.75,USD,128.75,2,1
2742,AA,American Airlines,AA8880,LIM,SJO,2025-07-29 08:43:00,2025-07-29 11:23:00,169.0,ON_TIME,0.0,B757,ECONOMY,35A,b9028ea6-1249-47a2-8289-3fc8b3beb1e5,F,35.0,PA,2025-07-01 12:57:00,AGENCIA,PUNTOS,82.51,USD,82.51,2,1
2743,WN,Southwest,WN4300,SAL,LAX,2025-04-01 04:24:00,2025-04-01 10:32:00,349.0,ON_TIME,0.0,B757,ECONOMY,32F,01a0b7ea-7723-4914-aee5-ff880b2fbb73,M,3.0,CU,2025-03-19 12:57:00,AGENCIA,TARJETA,105.72,USD,105.72,0,0
2744,FR,Ryanair,FR1163,BOG,LIM,2025-03-10 15:15:00,2025-03-10 17:24:00,112.0,ON_TIME,0.0,CRJ9,ECONOMY,22A,a50706d1-c3b2-4e94-9915-04e81b26d06b,M,35.0,US,2025-02-21 03:29:00,APP,PUNTOS,94.62,USD,94.62,1,0
2745,AV,Avianca,AV93O7,BOG,BCN,2024-06-09 00:55:00,2024-06-09 06:03:00,308.0,ON_TIME,0.0,B738,ECONOMY,44B,398c46ff-af08-4ad6-a453-147cde882a7c,F,24.0,SV,2024-02-20 12:06:00,AGENCIA,TRANSFERENCIA,71.2,USD,71.2,1,0
2746,AV,Avianca,AV2009,HAV,SJO,2025-04-26 22:59:00,2025-04-27 02:36:00,195.0,ON_TIME,0.0,A321,ECONOMY,26D,959ad606-4bfa-43ca-9f54-74ec611614c2,F,28.0,HN,2025-03-14 06:03:00,CALL_CENTER,TRANSFERENCIA,116.46,MXN,6.75,1,0
2747,CM,Copa Airlines,CM6847,CUN,BCN,2024-11-08 08:16:00,,,CANCELLED,,B777,ECONOMY,,890560ee-3a32-4a6a-98ea-24c7afc399d9,F,29.0,CR,2024-08-21 15:25:00,APP,TRANSFERENCIA,168.84,USD,168.84,1,0
2748,B6,Jetblue,B61431,SAP,PTY,2024-12-25 18:41:00,2024-12-26 00:44:00,372.0,ON_TIME,0.0,B737,ECONOMY,25F,f8452c20-308e-4234-972f-79ebe2121346,F,39.0,GT,2024-12-09 19:24:00,AEROPUERTO,TARJETA,52.12,USD,52.12,1,0
2749,UA,United,UA8182,MIA,HAV,2024-07-19 01:30:00,2024-07-19 07:26:00,351.0,ON_TIME,0.0,A319,BUSINESS,10D,5de1f626-1fc8-49ff-bf3e-a1a1d6b8a9a8,F,32.0,CO,2024-03-26 20:54:00,CALL_CENTER,PAYPAL,142.65,GTQ,18.26,1,0
2750,LA,Latam,LA1485,MAD,CUN,2025-03-17 05:58:00,2025-03-17 07:06:00,61.0,ON_TIME,0.0,A320,PREMIUM_ECONOMY,14C,6d441834-9fbb-4c8f-bd96-332e3e1c31da,M,5.0,ES,2024-12-12 10:29:00,AEROPUERTO,PAYPAL,192.47,EUR,209.79,1,0
2751,AA,American Airlines,AA9393,LIM,MEX,2025-09-25 06:12:00,2025-09-25 07:31:00,87.0,ON_TIME,0.0,CRJ9,ECONOMY,21F,513bb3ac-036f-48be-bb5e-1b5e72472562,M,43.0,US,2025-08-27 20:58:00,CALL_CENTER,TRANSFERENCIA,98.16,MXN,5.69,2,1
2752,FR,Ryanair,FR7443,SAP,HAV,2024-12-04 06:47:00,2024-12-04 12:07:00,307.0,ON_TIME,0.0,B787,PREMIUM_ECONOMY,13C,51aa53a6-66c3-4dee-9ad3-941b14109a69,F,36.0,CU,2024-11-12 19:59:00,WEB,PUNTOS,67.78,GTQ,8.68,2,1
2753,CM,Copa Airlines,CM3269,MEX,PTY,2024-09-20 01:12:00,2024-09-20 08:38:00,255.0,DELAYED,189.0,B739,ECONOMY,29E,8748a399-0c65-4351-8ddb-7f62cca98a27,M,27.0,CR,2024-06-02 02:40:00,AGENCIA,TARJETA,109.36,USD,109.36,1,0
2754,UA,United,UA6678,PTY,SJO,2025-02-14 10:54:00,,,CANCELLED,,B737,ECONOMY,,bd0eaff3-faea-49e3-b76a-2a495c8b2504,M,20.0,MX,2024-12-09 18:14:00,WEB,PAYPAL,33.58,USD,33.58,1,0
2755,FR,Ryanair,FR7587,LAX,HAV,2025-01-17 11:26:00,2025-01-17 19:11:00,208.0,DELAYED,239.0,B787,ECONOMY,42E,c1261ef9-4991-43da-86c0-e40e21aeda64,M,31.0,CU,2024-11-19 03:16:00,APP,PAYPAL,77.51,MXN,4.5,1,0
2756,FR,Ryanair,fr5791,SJO,LAX,2025-02-09 10:30:00,2025-02-09 14:29:00,232.0,ON_TIME,0.0,B777,ECONOMY,27E,4eaae590-48d2-4c78-955b-4e2b375f019d,F,35.0,CR,2024-11-09 03:20:00,WEB,PUNTOS,105.11,USD,105.11,1,0
2757,AM,Aeromexico,AM2264,SJO,CUN,2024-12-28 12:24:00,2024-12-28 14:42:00,122.0,ON_TIME,0.0,E190,ECONOMY,44B,93fef285-c6b2-40ef-bafe-c7e78818e6e2,F,42.0,ES,2024-06-11 14:19:00,AGENCIA,PUNTOS,89.17,USD,89.17,1,0
2758,B6,Jetblue,B67458,HAV,BCN,2025-05-30 10:58:00,2025-05-30 17:51:00,410.0,ON_TIME,0.0,CRJ9,ECONOMY,20E,99e886be-d44b-4f75-bc47-dc05af3c31de,F,49.0,US,2025-05-13 11:36:00,APP,EFECTIVO,47.86,EUR,52.17,2,1
2759,IB,Iberia,IB9876,SJO,MAD,2025-01-29 16:15:00,,,CANCELLED,,A320,ECONOMY,,53084e95-94f8-41a0-833e-092ffc77edb1,F,40.0,SV,2024-12-22 09:54:00,CALL_CENTER,TARJETA,101.42,USD,101.42,0,0
2760,UA,United,UA5858,LAX,GUA,2024-02-17 11:28:00,2024-02-17 17:36:00,377.0,ON_TIME,0.0,CRJ9,ECONOMY,25E,82a5d34f-5ff0-4d13-b4a9-70c4b51c4d64,F,17.0,SV,2024-02-05 02:08:00,CALL_CENTER,TRANSFERENCIA,48.13,MXN,2.79,1,0
2761,DL,Delta,DL6309,LIM,PTY,2025-08-07 22:44:00,2025-08-08 04:34:00,337.0,ON_TIME,0.0,B787,ECONOMY,26D,8db258d6-d227-4955-8d99-59398314ce35,F,24.0,US,2025-07-25 14:09:00,AEROPUERTO,PUNTOS,64.62,EUR,70.44,1,0
2762,AM,Aeromexico,AM7614,HAV,SAL,2025-08-09 22:26:00,2025-09-09 05:28:00,407.0,ON_TIME,0.0,B777,PREMIUM_ECONOMY,12A,8e554bab-8527-4bfe-a15a-afc1abfd6983,F,43.0,CU,2025-06-02 16:05:00,APP,PUNTOS,88.68,USD,88.68,2,1
2763,BA,British Airways,BA9669,SAP,GUA,2025-04-07 20:06:00,2025-04-07 21:13:00,48.0,ON_TIME,0.0,B767,ECONOMY,27B,caf896c6-af32-4edb-958e-fe0e734f62f9,F,22.0,US,2025-02-23 18:34:00,APP,PAYPAL,65.75,USD,65.75,0,0
2764,LA,Latam,LA8068,LIM,SAP,2025-10-03 06:26:00,2025-03-10 08:22:00,121.0,ON_TIME,0.0,A320,ECONOMY,20C,3d59dcc4-ff40-43d2-ba3c-acbf88285e8e,M,48.0,PE,2025-02-13 20:52:00,CALL_CENTER,TRANSFERENCIA,81.82,USD,81.82,2,1
2765,IB,Iberia,IB6446,BOG,MIA,2024-06-06 20:19:00,2024-06-06 22:34:00,131.0,ON_TIME,0.0,B757,BUSINESS,7B,f17b5639-7f4d-4522-ae10-24957e548666,F,31.0,CO,2024-02-27 15:13:00,APP,PUNTOS,172.41,GTQ,22.07,1,0
2766,DL,Delta,DL7454,LAX,SAL,2025-10-21 03:54:00,2025-10-21 10:09:00,302.0,DELAYED,66.0,B787,PREMIUM_ECONOMY,15E,0d5e2e1c-69ae-4d55-8a40-ad7448adc872,F,50.0,US,2025-07-24 02:13:00,AGENCIA,TRANSFERENCIA,84.59,USD,84.59,1,0
2767,LA,Latam,LA3922,SAP,MEX,2024-01-01 05:43:00,2024-01-01 12:24:00,380.0,ON_TIME,0.0,B777,ECONOMY,34A,2453cead-6f04-4a05-b262-ac77cc9034eb,M,51.0,CU,2023-09-13 17:31:00,WEB,EFECTIVO,87.68,MXN,5.09,1,0
2768,WN,Southwest,WN1919,LAX,HAV,2024-07-19 04:30:00,2024-07-19 06:40:00,123.0,ON_TIME,0.0,B738,PREMIUM_ECONOMY,15B,6e0fe491-b851-4874-955a-a5a7222d6cb8,M,31.0,CO,2024-06-11 00:25:00,APP,TRANSFERENCIA,263.86,USD,263.86,1,0
2769,FR,Ryanair,FR7058,GUA,CUN,2024-02-06 12:30:00,2024-02-06 19:45:00,412.0,ON_TIME,0.0,B738,BUSINESS,8C,c20f0f91-ed60-4070-864b-10178b0e7acc,M,20.0,CR,2024-01-05 02:14:00,WEB,TARJETA,158.33,USD,158.33,2,1
2770,WN,Southwest,WN9034,GUA,PTY,2024-05-06 15:18:00,2024-06-05 18:12:00,166.0,ON_TIME,0.0,B738,ECONOMY,29F,016a9a20-093a-4d28-99e2-f47fc4e4e2b6,X,17.0,MX,2024-01-28 17:51:00,UNKNOWN,TARJETA,113.68,USD,113.68,3,2
2771,LA,Latam,LA2290,SAP,LIM,2025-07-02 17:51:00,2025-02-07 21:06:00,179.0,ON_TIME,0.0,E190,PREMIUM_ECONOMY,13F,9f0e8af4-093d-43a8-b980-845d9ca64409,F,55.0,PA,2025-07-04 16:13:00,CALL_CENTER,TRANSFERENCIA,197.28,USD,197.28,1,0
2772,WN,Southwest,WN3344,LIM,BOG,2025-01-20 10:38:00,2025-01-20 16:11:00,313.0,DELAYED,16.0,B757,ECONOMY,34A,4db869b5-1aca-4111-b6ee-0104af8b5ab9,M,49.0,GT,2025-02-01 15:37:00,APP,PUNTOS,76.01,USD,76.01,1,0
2773,CM,Copa Airlines,CM5840,SAL,LAX,2025-04-30 06:32:00,,,CANCELLED,,B737,ECONOMY,,30e20d0f-4987-499e-83fe-de1e96f05a79,M,29.0,GT,2025-03-07 11:29:00,AEROPUERTO,PUNTOS,45.38,USD,45.38,2,1
2774,BA,British Airways,ba9167,LIM,LAX,2024-09-15 13:49:00,2024-09-15 18:44:00,287.0,ON_TIME,0.0,B777,ECONOMY,34B,9f1d5083-0a15-4458-812b-096438a3fa7d,M,60.0,GT,2024-04-06 09:14:00,AEROPUERTO,TRANSFERENCIA,95.98,USD,95.98,0,0
2775,AM,Aeromexico,AM3028,SAP,MAD,2024-03-29 04:26:00,2024-03-29 05:59:00,103.0,ON_TIME,0.0,B738,ECONOMY,41D,06bafaad-de62-4d17-93a1-7a2c8d083732,F,27.0,HN,2024-01-26 11:10:00,WEB,PUNTOS,129.65,EUR,141.32,1,0
2776,AV,Avianca,AV9111,BCN,SAL,2024-12-11 17:10:00,2024-12-11 20:25:00,189.0,ON_TIME,0.0,B787,ECONOMY,26A,9e5706ab-b675-444c-923f-1defd162eac1,F,21.0,CR,2024-11-06 18:19:00,CALL_CENTER,PAYPAL,93.91,USD,93.91,1,0
2777,IB,Iberia,IB7819,CUN,GUA,2025-05-19 14:51:00,2025-05-19 21:06:00,369.0,ON_TIME,0.0,B739,ECONOMY,29B,5e515c83-17b9-43cf-8377-4551b2742c7b,F,31.0,ES,2025-03-30 12:45:00,APP,PUNTOS,101.85,USD,101.85,2,1
2778,AV,Avianca,AV5650,MIA,LAX,2025-01-21 16:52:00,2025-01-21 20:43:00,232.0,ON_TIME,0.0,A319,ECONOMY,24B,3b62fd39-ad81-4e09-a5ec-95329d73d148,M,33.0,CU,2024-10-10 03:35:00,CALL_CENTER,PAYPAL,49.02,USD,49.02,1,0
2779,IB,Iberia,IB4150,MEX,JFK,2024-10-19 07:08:00,2024-10-19 14:04:00,408.0,ON_TIME,0.0,A319,ECONOMY,33F,c75b8f24-179b-447b-8289-88e612b4ed05,F,34.0,ES,2024-10-15 03:33:00,WEB,PAYPAL,117.58,USD,117.58,2,1
2780,AA,American Airlines,AA7926,HAV,BOG,2025-05-21 00:59:00,2025-05-21 05:40:00,262.0,ON_TIME,0.0,B739,ECONOMY,45D,10766e28-f747-42d5-bc97-1ec3ef47b438,M,33.0,CU,2025-04-22 16:14:00,WEB,TARJETA,106.84,USD,106.84,2,1
2781,IB,Iberia,IB2015,BOG,CUN,2024-05-30 11:32:00,2024-05-30 17:21:00,352.0,ON_TIME,0.0,B739,PREMIUM_ECONOMY,11F,a3d14b0d-bad7-4fc1-a92d-d9e6ee75270f,M,20.0,CR,2024-03-23 16:45:00,APP,PUNTOS,108.96,USD,108.96,2,1
2782,AV,Avianca,AV4826,MAD,LIM,2025-01-11 09:29:00,2025-01-11 13:38:00,227.0,ON_TIME,0.0,A320,BUSINESS,8B,d26c091d-0848-4924-ba98-c69109bb3cce,M,25.0,CO,2024-10-13 16:26:00,AGENCIA,TARJETA,232.74,USD,232.74,2,1
2783,IB,Iberia,ib6090,BOG,SJO,2025-03-14 14:50:00,2025-03-14 16:13:00,61.0,ON_TIME,0.0,B777,PREMIUM_ECONOMY,13F,5c0495be-98cc-4611-b64b-e1282ed47fd5,F,34.0,US,2025-03-02 06:56:00,APP,TARJETA,140.0,USD,140.0,1,0
2784,B6,Jetblue,B68560,JFK,SJO,2024-11-28 13:44:00,2024-11-28 22:45:00,326.0,DELAYED,213.0,A319,BUSINESS,5D,e4adca8f-c605-465b-9077-8286947bcf09,F,48.0,GT,2024-09-12 20:51:00,CALL_CENTER,PAYPAL,228.27,USD,228.27,1,0
2785,DL,Delta,DLO218,SJO,MEX,2025-01-11 22:00:00,,,CANCELLED,,B737,ECONOMY,,3b892de8-d3a9-4cff-b143-7fae11db221c,F,37.0,CO,2024-11-15 14:29:00,APP,PUNTOS,57.43,USD,57.43,1,0
2786,WN,Southwest,WN5543,GUA,BOG,2025-04-04 17:51:00,2025-04-04 23:05:00,315.0,ON_TIME,0.0,E190,ECONOMY,43B,e5f72b22-0d55-49a7-94a4-bfc3b8e7cb4b,M,33.0,PA,2024-10-12 19:55:00,CALL_CENTER,TRANSFERENCIA,67.59,USD,67.59,1,0
2787,CM,Copa Airlines,CM7879,BOG,MIA,2025-01-22 07:57:00,2025-01-22 13:11:00,310.0,ON_TIME,0.0,A319,ECONOMY,31C,c0a36d4b-9586-4658-adb8-0694f0d9b968,F,29.0,UNKNOWN,2024-04-12 10:25:00,APP,PAYPAL,71.44,EUR,77.87,1,0
2788,LA,Latam,LA7987,SJO,BCN,2024-09-24 06:35:00,2024-09-24 10:45:00,171.0,DELAYED,68.0,CRJ9,ECONOMY,19E,4aea50c4-95dd-40d0-a6b7-58c8cbafabcf,M,21.0,HN,2024-08-01 21:27:00,AEROPUERTO,TRANSFERENCIA,41.06,GTQ,5.26,1,0
2789,CM,Copa Airlines,CM9515,LIM,MIA,2024-11-03 13:21:00,2024-11-03 14:41:00,55.0,ON_TIME,0.0,A319,ECONOMY,34E,4d5dbbf2-8b6a-4fcd-a784-19b2737ec36d,M,25.0,ES,2024-08-05 07:53:00,CALL_CENTER,EFECTIVO,87.15,USD,87.15,0,0
2790,B6,Jetblue,B62236,MEX,JFK,2024-12-09 15:48:00,2024-09-12 20:33:00,283.0,ON_TIME,0.0,B737,BUSINESS,5A,f52e0f66-cbd8-48fb-a8ce-255811b16fb3,F,16.0,SV,2024-07-24 14:52:00,AGENCIA,TARJETA,180.18,USD,180.18,0,0
2791,FR,Ryanair,FR9585,PTY,MAD,2025-02-06 02:27:00,2025-06-02 03:09:00,52.0,ON_TIME,0.0,B738,ECONOMY,25B,51a14bf3-aaf7-4573-9bd6-466bb464459e,M,58.0,HN,2025-05-23 06:59:00,APP,EFECTIVO,116.52,USD,116.52,0,0
2792,AM,Aeromexico,AM3938,LAX,JFK,2025-07-12 23:10:00,2025-07-13 00:33:00,79.0,ON_TIME,0.0,A321,ECONOMY,27B,286ab732-695e-462e-bfce-083a79388733,F,55.0,PA,2025-04-26 12:56:00,AEROPUERTO,TRANSFERENCIA,93.4,GTQ,11.96,1,0
2793,LA,Latam,LA5020,MIA,MEX,2024-04-21 15:56:00,2024-04-21 22:13:00,387.0,ON_TIME,0.0,B757,PREMIUM_ECONOMY,14A,a905fbb1-274b-49bf-b7fa-b3eb4abe9ae4,F,49.0,CO,2024-01-31 06:03:00,APP,PUNTOS,85.35,GTQ,10.92,2,1
2794,CM,Copa Airlines,CM0528,JFK,PTY,2025-01-29 23:03:00,2025-01-30 01:15:00,117.0,DIVERTED,0.0,A320,ECONOMY,41E,68f953e7-00d9-45e3-aaf1-881f0b14bc85,F,25.0,SV,2024-11-17 23:31:00,AEROPUERTO,TARJETA,31.23,USD,31.23,2,1
2795,IB,Iberia,IB1019,HAV,MAD,2025-04-01 13:06:00,2025-04-01 19:51:00,406.0,ON_TIME,0.0,B737,ECONOMY,30A,ad62175f-cad8-4fb5-a4ea-6a05fa174c94,F,49.0,CR,2025-03-20 02:48:00,WEB,EFECTIVO,139.65,MXN,8.1,2,1
2796,AV,Avianca,AV4308,BCN,LAX,2024-05-27 16:15:00,2024-05-27 19:28:00,182.0,ON_TIME,0.0,E190,ECONOMY,16A,f1dda41a-b58d-4eb4-a1e5-bceed28da6dc,F,26.0,PE,2024-05-15 13:23:00,AGENCIA,TARJETA,74.52,MXN,4.32,2,1
2797,FR,Ryanair,FR6654,BOG,BCN,2024-07-21 05:35:00,2024-07-21 06:53:00,63.0,ON_TIME,0.0,B757,ECONOMY,38F,32d84ed4-3a32-44b3-9f24-019a34681a36,F,24.0,CO,2024-03-27 21:08:00,WEB,TARJETA,93.12,USD,93.12,3,2
2798,UA,United,UA1843,SJO,LAX,2024-07-08 05:44:00,2024-07-08 09:26:00,101.0,DELAYED,113.0,B739,ECONOMY,24D,d24d4266-f37d-49a8-b46a-d2b8c3e5a8fa,F,48.0,HN,2024-04-28 22:26:00,AEROPUERTO,PAYPAL,44.26,GTQ,5.67,2,1
2799,BA,British Airways,BA3069,GUA,LIM,2025-12-31 03:30:00,2025-12-31 06:30:00,167.0,ON_TIME,0.0,B738,ECONOMY,43C,4af29eba-fe4d-47e4-a241-962352f9e612,M,39.0,US,2025-10-18 03:30:00,CALL_CENTER,PAYPAL,73.93,USD,73.93,3,2
2800,LA,Latam,LA1807,SAP,CUN,2025-12-17 18:49:00,2025-12-18 04:43:00,341.0,DELAYED,234.0,E190,ECONOMY,43E,29d7a576-d8a1-4737-bca7-dee36be44c36,F,35.0,CU,2025-11-12 07:39:00,APP,TARJETA,95.65,USD,95.65,2,1
2801,AA,American Airlines,AA9106,PTY,BOG,2025-02-08 07:44:00,2025-02-08 11:06:00,161.0,DELAYED,40.0,B787,ECONOMY,26D,1a447ec5-e3eb-470e-8435-ffe1e22317e4,M,31.0,PE,2024-11-13 15:14:00,AEROPUERTO,PUNTOS,78.55,MXN,4.56,1,0
2802,B6,Jetblue,B69989,LIM,MEX,2024-09-14 06:21:00,2024-09-14 10:19:00,224.0,ON_TIME,0.0,A319,ECONOMY,33A,1c9c2afa-5cd9-40e2-9c5e-434ae08afe9a,F,31.0,MX,2024-05-31 10:41:00,APP,PAYPAL,114.39,USD,114.39,3,2
2803,IB,Iberia,IB6772,SJO,PTY,2024-01-20 19:43:00,2024-01-20 22:40:00,180.0,ON_TIME,0.0,B739,ECONOMY,44E,6d67a0ac-8094-4f1f-83cf-c10eef358ba4,M,39.0,GT,2023-12-27 05:45:00,AEROPUERTO,PUNTOS,87.99,GTQ,11.26,1,0
2804,CM,Copa Airlines,CM1148,SAP,MAD,2024-02-20 05:56:00,2024-02-20 12:53:00,408.0,ON_TIME,0.0,B777,ECONOMY,32A,dce40619-bdcb-405e-ae9f-c1ac1735be6f,M,17.0,CO,2023-12-23 01:52:00,WEB,PUNTOS,71.34,USD,71.34,2,1
2805,CM,Copa Airlines,CM7487,PTY,SJO,2025-02-08 18:57:00,2025-02-09 02:08:00,405.0,DELAYED,17.0,B739,ECONOMY,37A,c0a116f8-e1be-4c19-a8e1-21c3764a4bd4,F,45.0,CU,2024-12-26 19:42:00,APP,TRANSFERENCIA,82.53,GTQ,10.56,1,0
2806,DL,Delta,DL8981,JFK,BOG,2024-11-16 15:11:00,2024-11-16 21:38:00,377.0,ON_TIME,0.0,B767,ECONOMY,22C,971c9e3e-c29a-4c39-9bf5-3094ecefe9f1,M,42.0,SV,2024-07-24 10:08:00,AGENCIA,TARJETA,151.15,USD,151.15,1,0
2807,WN,Southwest,WN0302,MAD,BOG,2025-09-03 19:01:00,2025-09-04 00:42:00,350.0,DIVERTED,0.0,B738,PREMIUM_ECONOMY,11B,5900718f-8330-4667-ae3b-2bd3624e5622,F,47.0,SV,2025-05-13 16:46:00,CALL_CENTER,TARJETA,113.6,USD,113.6,1,0
2808,DL,Delta,DL9324,JFK,PTY,2025-02-19 12:03:00,2025-02-19 17:26:00,318.0,ON_TIME,0.0,B757,ECONOMY,29E,4734c33e-80ba-4732-8b3c-c87f00253e7b,NOBINARIO,27.0,CU,2024-10-24 12:12:00,WEB,TRANSFERENCIA,33.32,MXN,1.93,0,0
2809,UA,United,UA3704,PTY,SAL,2024-12-05 15:29:00,2024-05-12 16:36:00,71.0,ON_TIME,0.0,E190,ECONOMY,18A,202508d1-0e42-4583-b73d-7d80a4826db2,F,31.0,US,2024-11-13 06:00:00,APP,PAYPAL,72.67,GTQ,9.3,2,1
2810,LA,Latam,LA3509,BOG,BCN,2025-04-19 06:24:00,2025-04-19 12:59:00,278.0,DELAYED,99.0,CRJ9,ECONOMY,29F,6c9cdbc7-86d2-4a82-af58-3d0dfadc1171,M,39.0,PE,2025-02-21 06:46:00,CALL_CENTER,TARJETA,77.18,USD,77.18,0,0
2811,AA,American Airlines,AA0877,GUA,MAD,2024-07-03 22:09:00,2024-07-04 05:02:00,392.0,ON_TIME,0.0,A320,BUSINESS,6E,d34457f9-9d44-4165-bfcd-9f0e3413abce,F,29.0,CO,2024-04-17 22:52:00,CALL_CENTER,PAYPAL,96.12,GTQ,12.3,1,0
2812,BA,British Airways,BA8409,GUA,HAV,2024-01-31 18:14:00,2024-01-31 20:25:00,124.0,ON_TIME,0.0,CRJ9,BUSINESS,6F,dd2a47b2-1baa-43ab-b985-0cede91d263f,M,21.0,HN,2023-10-10 17:51:00,WEB,TARJETA,211.73,EUR,230.79,1,0
2813,BA,British Airways,BA2699,HAV,GUA,2024-01-03 07:04:00,2024-01-03 08:06:00,61.0,ON_TIME,0.0,B787,ECONOMY,42D,0dcbc56d-6837-4e7c-b6a7-c194c67f6806,M,56.0,GT,2023-11-16 04:36:00,WEB,EFECTIVO,78.72,MXN,4.57,1,0
2814,B6,Jetblue,B65381,CUN,MIA,2025-09-12 00:40:00,2025-12-09 03:25:00,171.0,ON_TIME,0.0,B739,ECONOMY,19F,2a44ea6d-e604-47e3-97c5-a79bc84bfd22,F,38.0,ES,2025-08-26 18:46:00,AGENCIA,PAYPAL,113.68,USD,113.68,1,0
2815,UA,United,UA1351,LIM,PTY,2024-01-31 16:50:00,2024-01-31 18:15:00,60.0,DELAYED,25.0,A321,ECONOMY,38E,06ec16e0-feea-4d50-9ed2-cedffa0cc405,M,23.0,CR,2023-12-08 08:25:00,CALL_CENTER,TRANSFERENCIA,92.61,USD,92.61,1,0
